GreekToken,ExchangeToken,ExchangeSegMent,Series/InstType,Symbol,Description,ExpiryDate,OptionType,StrikePrice,TickSize,LotSize,TradingSymbol,SymbolWithExpiry
102099485,99485,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1290,28APR2026,CE,1290.00,0.05,625,DRREDDY264281290CE,DRREDDY28APR1290CE
102099486,99486,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1290,28APR2026,PE,1290.00,0.05,625,DRREDDY264281290PE,DRREDDY28APR1290PE
102099487,99487,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1340,30MAR2026,PE,1340.00,0.05,375,COFORGE263301340PE,COFORGE30MAR1340PE
102099488,99488,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1310,28APR2026,CE,1310.00,0.05,625,DRREDDY264281310CE,DRREDDY28APR1310CE
102099489,99489,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1310,28APR2026,PE,1310.00,0.05,625,DRREDDY264281310PE,DRREDDY28APR1310PE
102099490,99490,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1330,28APR2026,CE,1330.00,0.05,625,DRREDDY264281330CE,DRREDDY28APR1330CE
102099491,99491,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1330,28APR2026,PE,1330.00,0.05,625,DRREDDY264281330PE,DRREDDY28APR1330PE
102099492,99492,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1350,28APR2026,CE,1350.00,0.05,625,DRREDDY264281350CE,DRREDDY28APR1350CE
102099493,99493,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1350,28APR2026,PE,1350.00,0.05,625,DRREDDY264281350PE,DRREDDY28APR1350PE
102099494,99494,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1370,28APR2026,CE,1370.00,0.05,625,DRREDDY264281370CE,DRREDDY28APR1370CE
102099495,99495,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1380,30MAR2026,CE,1380.00,0.05,375,COFORGE263301380CE,COFORGE30MAR1380CE
102099496,99496,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1380,30MAR2026,PE,1380.00,0.05,375,COFORGE263301380PE,COFORGE30MAR1380PE
102099497,99497,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1420,30MAR2026,CE,1420.00,0.05,375,COFORGE263301420CE,COFORGE30MAR1420CE
102099498,99498,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1420,30MAR2026,PE,1420.00,0.05,375,COFORGE263301420PE,COFORGE30MAR1420PE
102099499,99499,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1460,30MAR2026,CE,1460.00,0.05,375,COFORGE263301460CE,COFORGE30MAR1460CE
102099500,99500,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1460,30MAR2026,PE,1460.00,0.05,375,COFORGE263301460PE,COFORGE30MAR1460PE
102099501,99501,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1500,30MAR2026,CE,1500.00,0.05,375,COFORGE263301500CE,COFORGE30MAR1500CE
102099502,99502,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1500,30MAR2026,PE,1500.00,0.05,375,COFORGE263301500PE,COFORGE30MAR1500PE
102099503,99503,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1540,30MAR2026,CE,1540.00,0.05,375,COFORGE263301540CE,COFORGE30MAR1540CE
102099504,99504,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1540,30MAR2026,PE,1540.00,0.05,375,COFORGE263301540PE,COFORGE30MAR1540PE
102099505,99505,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1580,30MAR2026,CE,1580.00,0.05,375,COFORGE263301580CE,COFORGE30MAR1580CE
102099506,99506,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1370,28APR2026,PE,1370.00,0.05,625,DRREDDY264281370PE,DRREDDY28APR1370PE
102099507,99507,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1580,30MAR2026,PE,1580.00,0.05,375,COFORGE263301580PE,COFORGE30MAR1580PE
102099508,99508,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1620,30MAR2026,CE,1620.00,0.05,375,COFORGE263301620CE,COFORGE30MAR1620CE
102099509,99509,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1620,30MAR2026,PE,1620.00,0.05,375,COFORGE263301620PE,COFORGE30MAR1620PE
102099510,99510,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1390,28APR2026,CE,1390.00,0.05,625,DRREDDY264281390CE,DRREDDY28APR1390CE
102099511,99511,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1390,28APR2026,PE,1390.00,0.05,625,DRREDDY264281390PE,DRREDDY28APR1390PE
102099512,99512,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1410,28APR2026,CE,1410.00,0.05,625,DRREDDY264281410CE,DRREDDY28APR1410CE
102099513,99513,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1410,28APR2026,PE,1410.00,0.05,625,DRREDDY264281410PE,DRREDDY28APR1410PE
102099514,99514,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1430,28APR2026,CE,1430.00,0.05,625,DRREDDY264281430CE,DRREDDY28APR1430CE
102099515,99515,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1430,28APR2026,PE,1430.00,0.05,625,DRREDDY264281430PE,DRREDDY28APR1430PE
102099516,99516,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1450,28APR2026,CE,1450.00,0.05,625,DRREDDY264281450CE,DRREDDY28APR1450CE
102099517,99517,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1450,28APR2026,PE,1450.00,0.05,625,DRREDDY264281450PE,DRREDDY28APR1450PE
102099518,99518,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1660,30MAR2026,CE,1660.00,0.05,375,COFORGE263301660CE,COFORGE30MAR1660CE
102099519,99519,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1660,30MAR2026,PE,1660.00,0.05,375,COFORGE263301660PE,COFORGE30MAR1660PE
102099520,99520,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1700,30MAR2026,CE,1700.00,0.05,375,COFORGE263301700CE,COFORGE30MAR1700CE
102099532,99532,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1700,30MAR2026,PE,1700.00,0.05,375,COFORGE263301700PE,COFORGE30MAR1700PE
102099538,99538,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1740,30MAR2026,CE,1740.00,0.05,375,COFORGE263301740CE,COFORGE30MAR1740CE
102099539,99539,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1740,30MAR2026,PE,1740.00,0.05,375,COFORGE263301740PE,COFORGE30MAR1740PE
102099548,99548,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1780,30MAR2026,CE,1780.00,0.05,375,COFORGE263301780CE,COFORGE30MAR1780CE
102099551,99551,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1780,30MAR2026,PE,1780.00,0.05,375,COFORGE263301780PE,COFORGE30MAR1780PE
102099552,99552,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1820,30MAR2026,CE,1820.00,0.05,375,COFORGE263301820CE,COFORGE30MAR1820CE
102099555,99555,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1860,30MAR2026,PE,1860.00,0.05,375,COFORGE263301860PE,COFORGE30MAR1860PE
102099566,99566,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 CE 1900,30MAR2026,CE,1900.00,0.05,375,COFORGE263301900CE,COFORGE30MAR1900CE
102099567,99567,NSEFO,OPTSTK,COFORGE,COFORGE 30MAR26 PE 1900,30MAR2026,PE,1900.00,0.05,375,COFORGE263301900PE,COFORGE30MAR1900PE
102099569,99569,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1470,28APR2026,CE,1470.00,0.05,625,DRREDDY264281470CE,DRREDDY28APR1470CE
102099570,99570,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1470,28APR2026,PE,1470.00,0.05,625,DRREDDY264281470PE,DRREDDY28APR1470PE
102099571,99571,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1490,28APR2026,CE,1490.00,0.05,625,DRREDDY264281490CE,DRREDDY28APR1490CE
102099572,99572,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1490,28APR2026,PE,1490.00,0.05,625,DRREDDY264281490PE,DRREDDY28APR1490PE
102099573,99573,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1510,28APR2026,CE,1510.00,0.05,625,DRREDDY264281510CE,DRREDDY28APR1510CE
102099574,99574,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1510,28APR2026,PE,1510.00,0.05,625,DRREDDY264281510PE,DRREDDY28APR1510PE
102099575,99575,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1530,28APR2026,CE,1530.00,0.05,625,DRREDDY264281530CE,DRREDDY28APR1530CE
102099576,99576,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1530,28APR2026,PE,1530.00,0.05,625,DRREDDY264281530PE,DRREDDY28APR1530PE
102099577,99577,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1550,28APR2026,CE,1550.00,0.05,625,DRREDDY264281550CE,DRREDDY28APR1550CE
102099578,99578,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1550,28APR2026,PE,1550.00,0.05,625,DRREDDY264281550PE,DRREDDY28APR1550PE
102099579,99579,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1570,28APR2026,CE,1570.00,0.05,625,DRREDDY264281570CE,DRREDDY28APR1570CE
102099580,99580,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1570,28APR2026,PE,1570.00,0.05,625,DRREDDY264281570PE,DRREDDY28APR1570PE
102099581,99581,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1590,28APR2026,CE,1590.00,0.05,625,DRREDDY264281590CE,DRREDDY28APR1590CE
102099586,99586,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1590,28APR2026,PE,1590.00,0.05,625,DRREDDY264281590PE,DRREDDY28APR1590PE
102099587,99587,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1610,28APR2026,CE,1610.00,0.05,625,DRREDDY264281610CE,DRREDDY28APR1610CE
102099588,99588,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1610,28APR2026,PE,1610.00,0.05,625,DRREDDY264281610PE,DRREDDY28APR1610PE
102099604,99604,NSEFO,OPTSTK,COFORGE,COFORGE 28APR26 CE 720,28APR2026,CE,720.00,0.05,375,COFORGE26428720CE,COFORGE28APR720CE
102099605,99605,NSEFO,OPTSTK,COFORGE,COFORGE 28APR26 PE 720,28APR2026,PE,720.00,0.05,375,COFORGE26428720PE,COFORGE28APR720PE
102099606,99606,NSEFO,OPTSTK,COFORGE,COFORGE 28APR26 CE 800,28APR2026,CE,800.00,0.05,375,COFORGE26428800CE,COFORGE28APR800CE
102099607,99607,NSEFO,OPTSTK,COFORGE,COFORGE 28APR26 PE 800,28APR2026,PE,800.00,0.05,375,COFORGE26428800PE,COFORGE28APR800PE
102099608,99608,NSEFO,OPTSTK,COFORGE,COFORGE 28APR26 CE 880,28APR2026,CE,880.00,0.05,375,COFORGE26428880CE,COFORGE28APR880CE
102099609,99609,NSEFO,OPTSTK,COFORGE,COFORGE 28APR26 PE 880,28APR2026,PE,880.00,0.05,375,COFORGE26428880PE,COFORGE28APR880PE
102099610,99610,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1630,28APR2026,CE,1630.00,0.05,625,DRREDDY264281630CE,DRREDDY28APR1630CE
102099611,99611,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1630,28APR2026,PE,1630.00,0.05,625,DRREDDY264281630PE,DRREDDY28APR1630PE
102099620,99620,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1650,28APR2026,CE,1650.00,0.05,625,DRREDDY264281650CE,DRREDDY28APR1650CE
102099621,99621,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1650,28APR2026,PE,1650.00,0.05,625,DRREDDY264281650PE,DRREDDY28APR1650PE
102099627,99627,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1700,28APR2026,CE,1700.00,0.05,625,DRREDDY264281700CE,DRREDDY28APR1700CE
102099628,99628,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1700,28APR2026,PE,1700.00,0.05,625,DRREDDY264281700PE,DRREDDY28APR1700PE
102099629,99629,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1740,28APR2026,CE,1740.00,0.05,625,DRREDDY264281740CE,DRREDDY28APR1740CE
102099630,99630,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1740,28APR2026,PE,1740.00,0.05,625,DRREDDY264281740PE,DRREDDY28APR1740PE
102099642,99642,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1780,28APR2026,CE,1780.00,0.05,625,DRREDDY264281780CE,DRREDDY28APR1780CE
102099643,99643,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1780,28APR2026,PE,1780.00,0.05,625,DRREDDY264281780PE,DRREDDY28APR1780PE
102099644,99644,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1820,28APR2026,CE,1820.00,0.05,625,DRREDDY264281820CE,DRREDDY28APR1820CE
102099645,99645,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1820,28APR2026,PE,1820.00,0.05,625,DRREDDY264281820PE,DRREDDY28APR1820PE
102099646,99646,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1860,28APR2026,CE,1860.00,0.05,625,DRREDDY264281860CE,DRREDDY28APR1860CE
102099647,99647,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1860,28APR2026,PE,1860.00,0.05,625,DRREDDY264281860PE,DRREDDY28APR1860PE
102099648,99648,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 CE 1900,28APR2026,CE,1900.00,0.05,625,DRREDDY264281900CE,DRREDDY28APR1900CE
102099649,99649,NSEFO,OPTSTK,DRREDDY,DRREDDY 28APR26 PE 1900,28APR2026,PE,1900.00,0.05,625,DRREDDY264281900PE,DRREDDY28APR1900PE
102099650,99650,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 720,26MAY2026,CE,720.00,0.05,625,DRREDDY26526720CE,DRREDDY26MAY720CE
102099651,99651,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 720,26MAY2026,PE,720.00,0.05,625,DRREDDY26526720PE,DRREDDY26MAY720PE
102099652,99652,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 760,26MAY2026,CE,760.00,0.05,625,DRREDDY26526760CE,DRREDDY26MAY760CE
102099653,99653,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 760,26MAY2026,PE,760.00,0.05,625,DRREDDY26526760PE,DRREDDY26MAY760PE
102099654,99654,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 800,26MAY2026,CE,800.00,0.05,625,DRREDDY26526800CE,DRREDDY26MAY800CE
102099655,99655,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 800,26MAY2026,PE,800.00,0.05,625,DRREDDY26526800PE,DRREDDY26MAY800PE
102099656,99656,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 840,26MAY2026,CE,840.00,0.05,625,DRREDDY26526840CE,DRREDDY26MAY840CE
102099657,99657,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 840,26MAY2026,PE,840.00,0.05,625,DRREDDY26526840PE,DRREDDY26MAY840PE
102099658,99658,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 880,26MAY2026,CE,880.00,0.05,625,DRREDDY26526880CE,DRREDDY26MAY880CE
102099659,99659,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 880,26MAY2026,PE,880.00,0.05,625,DRREDDY26526880PE,DRREDDY26MAY880PE
102099660,99660,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 920,26MAY2026,CE,920.00,0.05,625,DRREDDY26526920CE,DRREDDY26MAY920CE
102099661,99661,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 920,26MAY2026,PE,920.00,0.05,625,DRREDDY26526920PE,DRREDDY26MAY920PE
102099662,99662,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 940,26MAY2026,CE,940.00,0.05,625,DRREDDY26526940CE,DRREDDY26MAY940CE
102099663,99663,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 940,26MAY2026,PE,940.00,0.05,625,DRREDDY26526940PE,DRREDDY26MAY940PE
102099664,99664,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 960,26MAY2026,CE,960.00,0.05,625,DRREDDY26526960CE,DRREDDY26MAY960CE
102099665,99665,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 960,26MAY2026,PE,960.00,0.05,625,DRREDDY26526960PE,DRREDDY26MAY960PE
102099666,99666,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 980,26MAY2026,CE,980.00,0.05,625,DRREDDY26526980CE,DRREDDY26MAY980CE
102099667,99667,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 980,26MAY2026,PE,980.00,0.05,625,DRREDDY26526980PE,DRREDDY26MAY980PE
102099668,99668,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1000,26MAY2026,CE,1000.00,0.05,625,DRREDDY265261000CE,DRREDDY26MAY1000CE
102099669,99669,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1000,26MAY2026,PE,1000.00,0.05,625,DRREDDY265261000PE,DRREDDY26MAY1000PE
102099670,99670,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1020,26MAY2026,CE,1020.00,0.05,625,DRREDDY265261020CE,DRREDDY26MAY1020CE
102099671,99671,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1020,26MAY2026,PE,1020.00,0.05,625,DRREDDY265261020PE,DRREDDY26MAY1020PE
102099672,99672,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1040,26MAY2026,CE,1040.00,0.05,625,DRREDDY265261040CE,DRREDDY26MAY1040CE
102099673,99673,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1040,26MAY2026,PE,1040.00,0.05,625,DRREDDY265261040PE,DRREDDY26MAY1040PE
102099674,99674,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1060,26MAY2026,CE,1060.00,0.05,625,DRREDDY265261060CE,DRREDDY26MAY1060CE
102099675,99675,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1060,26MAY2026,PE,1060.00,0.05,625,DRREDDY265261060PE,DRREDDY26MAY1060PE
102099676,99676,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1080,26MAY2026,CE,1080.00,0.05,625,DRREDDY265261080CE,DRREDDY26MAY1080CE
102099677,99677,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1080,26MAY2026,PE,1080.00,0.05,625,DRREDDY265261080PE,DRREDDY26MAY1080PE
102099678,99678,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1100,26MAY2026,CE,1100.00,0.05,625,DRREDDY265261100CE,DRREDDY26MAY1100CE
102099679,99679,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1100,26MAY2026,PE,1100.00,0.05,625,DRREDDY265261100PE,DRREDDY26MAY1100PE
102099680,99680,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1120,26MAY2026,CE,1120.00,0.05,625,DRREDDY265261120CE,DRREDDY26MAY1120CE
102099681,99681,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1120,26MAY2026,PE,1120.00,0.05,625,DRREDDY265261120PE,DRREDDY26MAY1120PE
102099682,99682,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1140,26MAY2026,CE,1140.00,0.05,625,DRREDDY265261140CE,DRREDDY26MAY1140CE
102099683,99683,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1140,26MAY2026,PE,1140.00,0.05,625,DRREDDY265261140PE,DRREDDY26MAY1140PE
102099684,99684,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1160,26MAY2026,CE,1160.00,0.05,625,DRREDDY265261160CE,DRREDDY26MAY1160CE
102099685,99685,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1160,26MAY2026,PE,1160.00,0.05,625,DRREDDY265261160PE,DRREDDY26MAY1160PE
102099686,99686,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1180,26MAY2026,CE,1180.00,0.05,625,DRREDDY265261180CE,DRREDDY26MAY1180CE
102099687,99687,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1180,26MAY2026,PE,1180.00,0.05,625,DRREDDY265261180PE,DRREDDY26MAY1180PE
102099688,99688,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1200,26MAY2026,CE,1200.00,0.05,625,DRREDDY265261200CE,DRREDDY26MAY1200CE
102099689,99689,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1200,26MAY2026,PE,1200.00,0.05,625,DRREDDY265261200PE,DRREDDY26MAY1200PE
102099690,99690,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1220,26MAY2026,CE,1220.00,0.05,625,DRREDDY265261220CE,DRREDDY26MAY1220CE
102099691,99691,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1220,26MAY2026,PE,1220.00,0.05,625,DRREDDY265261220PE,DRREDDY26MAY1220PE
102099692,99692,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1240,26MAY2026,CE,1240.00,0.05,625,DRREDDY265261240CE,DRREDDY26MAY1240CE
102099693,99693,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1240,26MAY2026,PE,1240.00,0.05,625,DRREDDY265261240PE,DRREDDY26MAY1240PE
102099694,99694,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1260,26MAY2026,CE,1260.00,0.05,625,DRREDDY265261260CE,DRREDDY26MAY1260CE
102099695,99695,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1260,26MAY2026,PE,1260.00,0.05,625,DRREDDY265261260PE,DRREDDY26MAY1260PE
102099696,99696,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1280,26MAY2026,CE,1280.00,0.05,625,DRREDDY265261280CE,DRREDDY26MAY1280CE
102099697,99697,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1280,26MAY2026,PE,1280.00,0.05,625,DRREDDY265261280PE,DRREDDY26MAY1280PE
102099698,99698,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1300,26MAY2026,CE,1300.00,0.05,625,DRREDDY265261300CE,DRREDDY26MAY1300CE
102099699,99699,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1300,26MAY2026,PE,1300.00,0.05,625,DRREDDY265261300PE,DRREDDY26MAY1300PE
102099700,99700,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1320,26MAY2026,CE,1320.00,0.05,625,DRREDDY265261320CE,DRREDDY26MAY1320CE
102099701,99701,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1320,26MAY2026,PE,1320.00,0.05,625,DRREDDY265261320PE,DRREDDY26MAY1320PE
102099702,99702,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1340,26MAY2026,CE,1340.00,0.05,625,DRREDDY265261340CE,DRREDDY26MAY1340CE
102099703,99703,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1340,26MAY2026,PE,1340.00,0.05,625,DRREDDY265261340PE,DRREDDY26MAY1340PE
102099704,99704,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1360,26MAY2026,CE,1360.00,0.05,625,DRREDDY265261360CE,DRREDDY26MAY1360CE
102099705,99705,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1360,26MAY2026,PE,1360.00,0.05,625,DRREDDY265261360PE,DRREDDY26MAY1360PE
102099706,99706,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1380,26MAY2026,CE,1380.00,0.05,625,DRREDDY265261380CE,DRREDDY26MAY1380CE
102099707,99707,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1380,26MAY2026,PE,1380.00,0.05,625,DRREDDY265261380PE,DRREDDY26MAY1380PE
102099708,99708,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1400,26MAY2026,CE,1400.00,0.05,625,DRREDDY265261400CE,DRREDDY26MAY1400CE
102099709,99709,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1400,26MAY2026,PE,1400.00,0.05,625,DRREDDY265261400PE,DRREDDY26MAY1400PE
102099710,99710,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1420,26MAY2026,CE,1420.00,0.05,625,DRREDDY265261420CE,DRREDDY26MAY1420CE
102099711,99711,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1420,26MAY2026,PE,1420.00,0.05,625,DRREDDY265261420PE,DRREDDY26MAY1420PE
102099712,99712,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1440,26MAY2026,CE,1440.00,0.05,625,DRREDDY265261440CE,DRREDDY26MAY1440CE
102099713,99713,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1440,26MAY2026,PE,1440.00,0.05,625,DRREDDY265261440PE,DRREDDY26MAY1440PE
102099714,99714,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1460,26MAY2026,CE,1460.00,0.05,625,DRREDDY265261460CE,DRREDDY26MAY1460CE
102099715,99715,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1460,26MAY2026,PE,1460.00,0.05,625,DRREDDY265261460PE,DRREDDY26MAY1460PE
102099716,99716,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 CE 1480,26MAY2026,CE,1480.00,0.05,625,DRREDDY265261480CE,DRREDDY26MAY1480CE
102099717,99717,NSEFO,OPTSTK,DRREDDY,DRREDDY 26MAY26 PE 1480,26MAY2026,PE,1480.00,0.05,625,DRREDDY265261480PE,DRREDDY26MAY1480PE
